id,text,expected_category,predicted_category,urgency,needs_human,suggested_response_type,routing_reason,response_draft,internal_note
39,한 라운드 안에서 마법사를 여러 번 소환해도 되나요?,wizard_acquisition,wizard_acquisition,low,false,acquisition_answer,"마법사 소환, 획득, 등급, 등장 확률 문의로 판단해 획득 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 획득, 소환, 등급 또는 등장 확률 안내에 가까운 문의로 확인됩니다. 마법사 획득은 게임 내 소환과 획득 규칙에 따라 처리되며, 등급이나 등장 결과는 정해진 획득 방식에 따라 달라질 수 있습니다. 정확한 수치나 조건은 현재 게임 내 안내와 관련 가이드 기준으로 확인하는 것이 좋습니다.","자동 안내 가능: 마법사 획득 또는 소환 규칙 문의입니다. predicted_category=wizard_acquisition, urgency=low."
40,전설 마법사 확률을 단순 안내로 알고 싶습니다.,wizard_acquisition,wizard_acquisition,low,false,acquisition_answer,"마법사 소환, 획득, 등급, 등장 확률 문의로 판단해 획득 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 획득, 소환, 등급 또는 등장 확률 안내에 가까운 문의로 확인됩니다. 마법사 획득은 게임 내 소환과 획득 규칙에 따라 처리되며, 등급이나 등장 결과는 정해진 획득 방식에 따라 달라질 수 있습니다. 정확한 수치나 조건은 현재 게임 내 안내와 관련 가이드 기준으로 확인하는 것이 좋습니다.","자동 안내 가능: 마법사 획득 또는 소환 규칙 문의입니다. predicted_category=wizard_acquisition, urgency=low."
41,마법사 공격력 보너스는 어떤 방식으로 성장하나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
42,연구를 성공하면 모든 마법사의 공격력이 오르나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
43,대성공 연구와 일반 성공 연구의 보너스 차이가 궁금합니다.,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
44,레조넌스로 전설 마법사를 만드는 흐름을 설명해 주세요.,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
45,전설 마법사의 성장 한계나 강화 방향이 있나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
46,경험치를 얻는 방법과 마법사 획득 방법은 어떻게 구분되나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
47,마법사 레벨업에 필요한 경험치는 어디에서 얻나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
48,성장 보너스가 개별 마법사에 적용되는지 전체에 적용되는지 궁금합니다.,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
49,루미엘 축복으로 올라간 공격력도 성장 보너스에 포함되나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
50,레조넌스 실패 시 재료나 골드가 소비되는지 알려주세요.,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
51,전설 마법사 전용 성장 경로를 초보자도 따라갈 수 있나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
52,성장 단계가 오르면 스킬 쿨타임에도 영향이 있나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
53,아케인 연구 비용은 성장할수록 달라지나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
54,공격력 연구를 먼저 올리는 것이 성장 루트로 좋은가요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
55,마법사 합성과 레조넌스는 성장 관점에서 어떤 차이가 있나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
56,전설 마법사의 경험치 획득량이 일반 마법사와 다른지 궁금합니다.,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
57,성장 재료를 얻는 방법과 새 마법사를 얻는 방법을 따로 설명해 주세요.,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
58,레벨 보너스가 스킬 피해에도 반영되는지 알고 싶어요.,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
59,성장 가이드가 아니라 실제 성장 수치 기준을 알고 싶습니다.,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
60,레조넌스 설명에서 예시가 부족한데 성장 단계별 예시를 볼 수 있나요?,wizard_growth,wizard_growth,low,false,growth_answer,"레벨업, 경험치, 성장 재료, 레조넌스 문의로 판단해 성장 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 마법사 성장, 레벨업, 경험치, 성장 재료 또는 레조넌스 관련 문의로 확인됩니다. 이미 보유한 마법사를 강화하거나 성장시키는 경우에는 성장 재료, 경험치, 성장 단계 조건을 함께 확인해 주세요. 레조넌스나 성장 보너스는 획득 문의와 구분되는 성장 시스템으로 안내하는 것이 적절합니다.","자동 안내 가능: 성장, 경험치, 레조넌스 안내 문의입니다. predicted_category=wizard_growth, urgency=low."
61,타워 층 선택은 어디에서 하고 선택한 층은 전투에 어떻게 적용되나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
62,다음 층 잠금 해제 조건이 궁금합니다.,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
63,층을 올리면 라운드 난이도나 적 체력이 어떻게 바뀌나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
64,보스가 있는 층을 클리어하려면 어떤 진행 조건을 봐야 하나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
65,현재 층과 라운드 정보를 전투 중 어디에서 확인하나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
66,층 클리어 후 마을이나 선택 화면으로 돌아가는 흐름이 궁금합니다.,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
67,진행 보상은 층 기준으로 지급되나요 라운드 기준으로 지급되나요?,tower_progress,tower_progress,high,true,bug_triage,"분류 category는 기능 문의이지만 실패, 미지급, 표시 오류 신호가 있어 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 분류 category는 기능 문의이지만 실패, 미지급, 표시 오류 신호가 있어 버그 triage로 라우팅합니다."
68,타워 스크롤 화면이 아래에서 시작하는 이유가 있나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
69,이전 층으로 돌아가서 다시 연습할 수 있나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
70,높은 층에서 적이 더 빨리 몰려오는 구조인지 알고 싶습니다.,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
71,층별 추천 전투력 같은 기준이 있나요?,tower_progress,gameplay_guide,low,false,guide_answer,"플레이 방법, 배치, 조합, 운영 팁 문의로 판단해 guide 답변으로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 플레이 방법과 운영 팁에 가까운 문의로 확인됩니다. 마법사는 적 이동 경로를 고려해 공격이 자주 닿는 위치에 배치하고, 초반에는 안정적으로 버틸 수 있는 조합을 먼저 구성해 보세요. 상황에 따라 속성 조합과 배치 위치를 바꾸면 더 안정적인 진행에 도움이 됩니다.","자동 안내 가능: 플레이 방법과 운영 팁 중심의 문의입니다. predicted_category=gameplay_guide, urgency=low."
72,선택한 층이 전투 시작 후 바뀌지 않는 게 정상인가요?,tower_progress,tower_progress,medium,true,tower_progress_answer,기능 설명과 실제 동작 차이를 언급해 사람 검토가 필요한 경계 사례로 라우팅합니다.,"문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요. 이 문의는 담당 검토가 필요할 수 있으며, 확인 과정에서 추가 정보 요청이 있을 수 있습니다.",자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. Router reason: 기능 설명과 실제 동작 차이를 언급해 사람 검토가 필요한 경계 사례로 라우팅합니다.
73,라운드가 끝나도 층이 바로 올라가지 않는 경우 조건이 무엇인가요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
74,층 진행 보상을 받는 타이밍을 알려주세요.,tower_progress,tower_progress,high,true,bug_triage,"분류 category는 기능 문의이지만 실패, 미지급, 표시 오류 신호가 있어 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 분류 category는 기능 문의이지만 실패, 미지급, 표시 오류 신호가 있어 버그 triage로 라우팅합니다."
75,타워 진행 중 골드 보상과 전투 중 골드는 별도로 관리되나요?,tower_progress,tower_progress,high,true,bug_triage,"분류 category는 기능 문의이지만 실패, 미지급, 표시 오류 신호가 있어 버그 triage로 라우팅합니다.","제보해 주셔서 감사합니다. 이 내용은 실제 동작 오류나 진행 문제 가능성이 있어 검토가 필요한 문의로 확인됩니다. 확인을 위해 발생한 상황, 재현 순서, 사용한 마법사나 층 정보, 오류가 발생한 화면을 가능한 범위에서 알려주세요. 검토 후 원인 확인에 필요한 추가 정보가 있을 수 있습니다. 현재 문의는 우선 확인이 필요한 사례로 분류되었으므로, 재현 단계와 발생 시점을 최대한 구체적으로 남겨 주시면 검토에 도움이 됩니다.","사람 검토 필요: 오류 재현 정보와 상황 확인이 필요합니다. Router reason: 분류 category는 기능 문의이지만 실패, 미지급, 표시 오류 신호가 있어 버그 triage로 라우팅합니다."
76,층 UI에서 잠긴 버튼과 열린 버튼을 구분하는 방법이 있나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
77,보스 층에서 실패하면 같은 층을 다시 도전해야 하나요?,tower_progress,tower_progress,low,false,tower_progress_answer,"층 진행, 잠금 해제, 보스, 층 보상 문의로 판단해 타워 진행 안내로 라우팅합니다.","문의해 주셔서 감사합니다. 이 내용은 층 진행, 잠금 해제, 보스, 층 보상 또는 타워 진행 조건에 가까운 문의로 확인됩니다. 다음 층 진행 여부는 현재 층 진행 상태와 조건 충족 여부에 따라 달라질 수 있습니다. 보스 층이나 보상 조건이 궁금한 경우에는 현재 도전 중인 층과 진행 상황을 함께 확인해 주세요.","자동 안내 가능: 층 진행과 보상 조건 안내 문의입니다. predicted_category=tower_progress, urgency=low."
